ANNO,CODICE ATS RESIDENZA,DESCRIZIONE ATS RESIDENZA,COORDINATA GEOGRAFICA X,COORDINATA GEOGRAFICA Y,POSIZIONE ATS,CODICE_ACC_DI_DIAGNOSI,DESCRIZIONE ACC DI DIAGNOSI,TASSO RICOVERI STESSA ATS,TASSO RICOVERI ALTRA ATS
2012,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),230,FRATTURE DEGLI ARTI INFERIORI,0.00,1.31
2019,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),133,ALTRE MALATTIE DELLE VIE RESPIRATORIE INFERIORI,0.34,0.08
2015,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),77,ENCEFALITI (ESCLUSE QUELLE CAUSATE DA TUBERCOLOSI O DA MALATTIE SESSUALMENTE TRASMESSE),0.00,0.05
2019,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),170,PROLASSO DEGLI ORGANI GENITALI FEMMINILI,0.28,0.07
2015,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),177,ABORTO SPONTANEO,0.00,0.17
2014,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),31,TUMORI MALIGNI DI ALTRI ORGANI GENITALI MASCHILI,0.00,0.02
2013,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),28,TUMORI MALIGNI DI ALTRI ORGANI GENITALI FEMMINILI,0.00,0.03
2017,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),226,FRATTURA DEL COLLO DEL FEMORE,2.16,0.13
2013,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),3,"INFEZIONE BATTERICA, SEDE NON SPECIFICATA",0.00,0.18
2013,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),94,ALTRI DISTURBI DELL'ORECCHIO E DELL'UDITO,0.00,0.18
2018,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),33,TUMORI MALIGNI DEL RENE E DELLA PELVI RENALE,0.21,0.01
2013,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),159,INFEZIONI DELLE VIE URINARIE,0.00,1.33
2019,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),154,GASTROENTERITE NON INFETTIVA,0.08,0.01
2016,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),215,ANOMALIE CONGENITE DELL'APPARATO GENITOURINARIO,0.07,0.11
2018,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),186,"DIABETE O ALTERATA TOLLERANZA AL GLUCOSIO COMPLICANTE LA GRAVIDANZA, IL PARTO E IL PUERPERIO",0.20,0.02
2019,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),240,USTIONI,0.04,0.00
2019,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),132,MALATTIE DEL POLMONE DA AGENTI ESTERNI,0.01,0.00
2013,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),237,"COMPLICAZIONI DI DISPOSITIVI, IMPIANTI E INNESTI",0.00,1.10
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),243,AVVELENAMENTO DA SOSTANZE NON MEDICAMENTOSE,0.02,0.00
2019,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),197,INFEZIONI DELLA CUTE E DEL TESSUTO SOTTOCUTANEO,0.56,0.06
2018,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),61,ANEMIA A CELLULE FALCIFORMI,0.03,0.00
2017,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),197,INFEZIONI DELLA CUTE E DEL TESSUTO SOTTOCUTANEO,0.62,0.09
2019,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),133,ALTRE MALATTIE DELLE VIE RESPIRATORIE INFERIORI,0.14,0.06
2018,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),98,IPERTENSIONE ESSENZIALE,0.05,0.01
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),168,MALATTIE INFIAMMATORIE DEGLI ORGANI PELVICI FEMMINILI,0.16,0.02
2018,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),3,"INFEZIONE BATTERICA, SEDE NON SPECIFICATA",0.35,0.01
2016,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),13,TUMORI MALIGNI DELLO STOMACO,0.20,0.06
2016,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),209,ALTRE DEFORMAZIONI ACQUISITE,0.11,0.08
2015,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),235,"FERITE APERTE DI TESTA, COLLO E TRONCO",0.00,0.09
2013,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),164,IPERPLASIA DELLA PROSTATA,0.00,1.10
2019,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),18,TUMORI MALIGNI DI ALTRI ORGANI GASTROINTESTINALI E DEL PERITONEO,0.13,0.03
2012,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),230,FRATTURE DEGLI ARTI INFERIORI,0.00,2.06
2012,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),246,FEBBRE DI ORIGINE SCONOSCIUTA,0.00,0.26
2019,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),106,ARITMIE CARDIACHE,1.96,0.17
2015,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),107,ARRESTO CARDIACO E FIBRILLAZIONE VENTRICOLARE,0.00,0.12
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),175,ALTRE PATOLOGIE DEGLI ORGANI GENITALI FEMMINILI,0.00,1.45
2013,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),16,TUMORI MALIGNI DEL FEGATO E DEI DOTTI BILIARI INTRAEPATICI,0.00,0.52
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),47,ALTRI E NON SPECIFICATI TUMORI BENIGNI,0.00,2.35
2012,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),180,GRAVIDANZA ECTOPICA,0.00,0.11
2019,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),256,ESAME MEDICO/VALUTAZIONE,0.01,0.05
2014,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),199,ULCERAZIONE CRONICA DELLA CUTE,0.00,0.09
2014,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),6,EPATITE,0.00,0.09
2015,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),145,OCCLUSIONE INTESTINALE SENZA MENZIONE DI ERNIA,0.00,0.62
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),30,TUMORI MALIGNI DEL TESTICOLO,0.00,0.05
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),158,INSUFFICIENZA RENALE CRONICA,0.00,0.80
2014,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),216,ANOMALIE CONGENITE DEL SISTEMA NERVOSO,0.00,0.02
2014,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),9,MALATTIE SESSUALMENTE TRASMESSE (ESCLUSO HIV O EPATITE),0.00,0.00
2016,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),212,ALTRE MALATTIE DELLE OSSA E DEFORMAZIONI MUSCOLOSCHELETRICHE,0.19,0.08
2019,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),100,INFARTO MIOCARDICO ACUTO,1.22,0.29
2015,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),174,INFERTILITA' FEMMINILE,0.00,1.16
2012,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),78,ALTRE INFEZIONI DEL SISTEMA NERVOSO CENTRALE E POLIOMELITE,0.00,0.04
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),23,ALTRI TUMORI MALIGNI NON EPITELIALI DELLA CUTE,0.00,1.06
2015,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),201,ARTROPATIA E OSTEOMIELITE DA AGENTI INFETTIVI (ESCLUSE QUELLE CAUSATE DA TUBERCOLOSI O DA MALATTIE SESSUALMENTE TRASMESSE),0.00,0.13
2017,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),168,MALATTIE INFIAMMATORIE DEGLI ORGANI PELVICI FEMMINILI,0.09,0.07
2016,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),11,TUMORI MALIGNI DI TESTA E COLLO,0.30,0.08
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),24,TUMORI MALIGNI DELLA MAMMELLA,1.17,0.06
2012,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),111,ALTRE E MAL DEFINITE VASCULOPATIE CEREBRALI,0.00,0.36
2015,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),21,TUMORI MALIGNI DELLE OSSA E DEL TESSUTO CONNETTIVO,0.00,0.13
2015,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),48,DISORDINI DELLA GHIANDOLA TIROIDEA,0.00,0.31
2017,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),183,"IPERTENSIONE COMPLICANTE LA GRAVIDANZA, IL PARTO E IL PUERPERIO",0.15,0.03
2019,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),169,ENDOMETRIOSI,0.09,0.02
2015,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),229,FRATTURE DEGLI ARTI SUPERIORI,0.00,1.55
2014,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),96,MALATTIE DELLE VALVOLE CARDIACHE,0.00,0.60
2019,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),217,ALTRE ANOMALIE CONGENITE,0.32,0.24
2015,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),180,GRAVIDANZA ECTOPICA,0.00,0.11
2019,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),163,SINTOMI E CONDIZIONI MAL DEFINITE RELATIVI ALL'APPARATO GENITOURINARIO,0.36,0.06
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),169,ENDOMETRIOSI,0.00,0.16
2017,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),79,MORBO DI PARKINSON,0.40,0.03
2018,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),175,ALTRE PATOLOGIE DEGLI ORGANI GENITALI FEMMINILI,1.34,0.21
2016,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),116,EMBOLIA O TROMBOSI DELL'AORTA E DELLE ARTERIE PERIFERICHE,0.14,0.06
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),176,MISURE CONTRACCETTIVE E PROCREATIVE,0.00,0.05
2013,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),154,GASTROENTERITE NON INFETTIVA,0.00,0.14
2012,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),4,MICOSI,0.00,0.04
2015,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),132,MALATTIE DEL POLMONE DA AGENTI ESTERNI,0.00,0.01
2019,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),242,AVVELENAMENTO DA ALTRI FARMACI E MEDICAMENTI,0.09,0.01
2017,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),193,TRAUMA DEL PERINEO E DELLA VULVA NEL CORSO DEL PARTO,0.30,0.13
2019,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),37,MALATTIA DI HODGKIN,0.00,0.05
2018,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),20,ALTRI TUMORI MALIGNI DELL'APPARATO RESPIRATORIO E DEGLI ORGANI INTRATORACICI,0.06,0.02
2016,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),115,"ANEURISMI AORTICI, DELLE ARTERIE PERIFERICHE E VISCERALI",0.35,0.02
2015,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),148,PERITONITE E ASCESSO INTESTINALE,0.00,0.11
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),53,DISORDINI DEL METABOLISMO DEI LIPIDI,0.00,0.00
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),188,"SPROPORZIONE FETOPELVICA, OSTACOLO",0.00,0.16
2016,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),115,"ANEURISMI AORTICI, DELLE ARTERIE PERIFERICHE E VISCERALI",0.28,0.14
2017,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),203,OSTEOARTROSI,1.43,0.87
2015,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),153,EMORRAGIA GASTROINTESTINALE,0.00,0.44
2016,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),658,DISTURBI DELLA PERSONALITA',0.29,0.01
2013,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),79,MORBO DI PARKINSON,0.00,0.19
2017,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),207,FRATTURA PATOLOGICA,0.09,0.07
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),121,ALTRE MALATTIE DELLE VENE E DEI VASI LINFATICI,0.26,0.07
2012,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),212,ALTRE MALATTIE DELLE OSSA E DEFORMAZIONI MUSCOLOSCHELETRICHE,0.00,0.29
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),54,GOTTA E ALTRE ARTROPATIE DA MICROCRISTALLI,0.01,0.00
2014,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),152,DISTURBI DEL PANCREAS (ESCLUSO DIABETE),0.00,0.35
2018,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),138,DISTURBI DELL'ESOFAGO,0.07,0.08
2016,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),206,OSTEOPOROSI,0.04,0.01
2016,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),653,"DELIRIUM, DEMENTIA, AMNESIA E ALTRI DISTURBI COGNITIVI",0.41,0.05
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),185,GRAVIDANZA PROTRATTA,0.00,0.26
2018,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),199,ULCERAZIONE CRONICA DELLA CUTE,0.08,0.01
2017,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),23,ALTRI TUMORI MALIGNI NON EPITELIALI DELLA CUTE,0.41,0.11
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),80,SCLEROSI MULTIPLA,0.00,0.17
2014,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),90,INFEZIONI E INFIAMMAZIONI DELL'OCCHIO (ESCLUSE QUELLE CAUSATE DA TUBERCOLOSI O DA MALATTIE SESSUALMENTE TRASMESSE),0.00,0.12
2019,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),59,ANEMIA DA CARENZA E ALTRE ANEMIE,0.37,0.07
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),233,TRAUMATISMO INTRACRANICO,0.00,0.48
2014,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),97,"PERI-, ENDO- E MIOCARDITI, CARDIOMIOPATIE (ESCLUSE QUELLE CAUSATE DA TUBERCOLOSI O DA MALATTIE SESSUALMENTE TRASMESSE)",0.00,0.44
2013,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),46,TUMORI BENIGNI DELL'UTERO,0.00,0.80
2019,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),246,FEBBRE DI ORIGINE SCONOSCIUTA,0.28,0.04
2019,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),17,TUMORI MALIGNI DEL PANCREAS,0.18,0.09
2014,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),14,TUMORI MALIGNI DEL COLON,0.00,0.57
2013,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),212,ALTRE MALATTIE DELLE OSSA E DEFORMAZIONI MUSCOLOSCHELETRICHE,0.00,0.28
2019,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),3,"INFEZIONE BATTERICA, SEDE NON SPECIFICATA",0.14,0.02
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),77,ENCEFALITI (ESCLUSE QUELLE CAUSATE DA TUBERCOLOSI O DA MALATTIE SESSUALMENTE TRASMESSE),0.05,0.01
2015,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),32,TUMORI MALIGNI DELLA VESCICA,0.00,1.21
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),88,GLAUCOMA,0.00,0.12
2017,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),241,AVVELENAMENTO DA SOSTANZE PSICOTROPE,0.01,0.01
2017,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),221,SINDROME DA DISTRESS RESPIRATORIO NEONATALE,0.04,0.01
2014,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),205,"SPONDILOSI, PATOLOGIE DEI DISCHI INTERVERTEBRALI, ALTRI DISTURBI DEL DORSO",0.00,1.20
2013,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),119,VARICI DEGLI ARTI INFERIORI,0.00,0.31
2012,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),199,ULCERAZIONE CRONICA DELLA CUTE,0.00,0.12
2015,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),172,CISTI OVARICA,0.00,0.18
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),155,ALTRI DISTURBI GASTROINTESTINALI,0.00,0.67
2016,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),105,DISTURBI DELLA CONDUZIONE,0.76,0.06
2015,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),1,TUBERCOLOSI,0.00,0.13
2016,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),113,POSTUMI DELLE MALATTIE CEREBROVASCOLARI,0.82,0.04
2017,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),6,EPATITE,0.09,0.04
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),195,ALTRE COMPLICANZE DEL PARTO E DEL PUERPERIO CHE COMPORTANO UN TRATTAMENTO DELLA MADRE,0.72,0.07
2016,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),190,SOFFERENZA FETALE E ANOMALIE DELLE CONTRAZIONI UTERINE IN TRAVAGLIO,0.12,0.02
2016,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),57,MALATTIE DEL SISTEMA IMMUNITARIO,0.00,0.01
2019,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),163,SINTOMI E CONDIZIONI MAL DEFINITE RELATIVI ALL'APPARATO GENITOURINARIO,0.28,0.15
2013,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),39,LEUCEMIE,0.00,0.29
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),654,DISTURBI DELLO SVILUPPO,0.00,0.12
2016,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),141,ALTRI DISTURBI DELLO STOMACO E DEL DUODENO,0.10,0.02
2015,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),209,ALTRE DEFORMAZIONI ACQUISITE,0.00,0.15
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),156,"NEFRITE, SINDROME NEFROSICA E SCLEROSI RENALE",0.00,0.08
2013,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),42,TUMORI MALIGNI SECONDARI,0.00,1.37
2018,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),658,DISTURBI DELLA PERSONALITA',0.42,0.05
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),212,ALTRE MALATTIE DELLE OSSA E DEFORMAZIONI MUSCOLOSCHELETRICHE,0.00,0.24
2017,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),193,TRAUMA DEL PERINEO E DELLA VULVA NEL CORSO DEL PARTO,0.93,0.02
2016,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),228,FRATTURE DEL CRANIO E DELLA FACCIA,0.24,0.03
2019,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),145,OCCLUSIONE INTESTINALE SENZA MENZIONE DI ERNIA,0.61,0.07
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),25,TUMORI MALIGNI DELL'UTERO,0.00,0.16
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),251,DOLORE ADDOMINALE,0.00,0.39
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),142,APPENDICITE E ALTRE MALATTIE DELL'APPENDICE,0.00,0.71
2012,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),190,SOFFERENZA FETALE E ANOMALIE DELLE CONTRAZIONI UTERINE IN TRAVAGLIO,0.00,0.21
2013,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),145,OCCLUSIONE INTESTINALE SENZA MENZIONE DI ERNIA,0.00,0.65
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),138,DISTURBI DELL'ESOFAGO,0.26,0.02
2015,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),34,TUMORI MALIGNI DI ALTRI ORGANI URINARI,0.00,0.03
2014,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),253,REAZIONI ALLERGICHE,0.00,0.16
2016,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),31,TUMORI MALIGNI DI ALTRI ORGANI GENITALI MASCHILI,0.01,0.01
2018,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),204,ALTRI DISTURBI ARTICOLARI NON TRAUMATICI,0.16,0.05
2015,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),136,DISTURBI DEI DENTI E DELLE MASCELLE,0.00,0.28
2017,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),207,FRATTURA PATOLOGICA,0.06,0.05
2015,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),49,DIABETE MELLITO SENZA MENZIONE DI COMPLICANZE,0.00,0.07
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),650,DISTURBI DI ADATTAMENTO,0.00,0.09
2017,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),256,ESAME MEDICO/VALUTAZIONE,0.03,0.02
2019,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),253,REAZIONI ALLERGICHE,0.09,0.01
2018,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),198,ALTRE CONDIZIONI INFIAMMATORIE DELLA CUTE,0.04,0.01
2018,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),91,ALTRI DISTURBI DEGLI OCCHI,0.67,0.07
2014,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),137,"MALATTIE DELLA BOCCA, ESCLUSE LE DENTALI",0.00,0.11
2014,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),38,LINFOMA NON HODGKIN,0.00,0.28
